#energiapu	#SU fissione			#energiau235	#SU fissione
6.08678	10.175339			6.4626	54.13166
6.1068	10.220013			6.469729	45.77725
6.12682	10.264687			6.476858	38.6316
6.14684	10.309361			6.483987	32.64445
6.16686	10.354035			6.491116	27.71133
6.18688	10.398709			6.498244	23.69881
6.2069	10.443383			6.50466	20.75524
6.22691	10.488035			6.511076	18.33946
6.228306	10.49115			6.517492	16.35883
6.24693	10.546648			6.523908	14.73225
6.26695	10.606305			6.530324	13.39107
6.28697	10.665963			6.53674	12.27865
6.30699	10.725621			6.543156	11.34926
6.32701	10.785278			6.549572	10.5665
6.330665	10.79617			6.555988	9.901698
6.34703	10.855877			6.562404	9.332426
6.36705	10.928918			6.56882	8.841163
6.38707	11.00196			6.575236	8.414209
6.40709	11.075002			6.588068	7.712471
6.42711	11.148043			6.6009	7.165222
6.433024	11.16962			6.615158	6.690275
6.44712	11.232871			6.629416	6.321072
6.46714	11.322704			6.643674	6.033656
6.48716	11.412536			6.657932	5.81159
6.50718	11.502369			6.67219	5.643403
6.5272	11.592202			6.686448	5.5211
6.535383	11.62892			6.700706	5.43922
6.54722	11.695008			6.714963	5.394219
6.56724	11.806782			6.732073	5.386113
6.58726	11.918557			6.749182	5.427117
6.60728	12.030332			6.766291	5.518591
6.6273	12.142106			6.7834	5.664559
6.637741	12.2004			6.804072	5.924199
6.64731	12.26568			6.824744	6.295223
6.66733	12.402258			6.845416	6.812409
6.68735	12.538835			6.866088	7.533892
6.70737	12.675413			6.876424	8.000275
6.713164	12.71494			6.88676	8.560753
6.72739	12.831391			6.897096	9.241131
6.74741	12.995271			6.907432	10.0768
6.76743	13.159151			6.917768	11.1165
6.78745	13.323031			6.928104	12.42722
6.788586	13.33233			6.93844	14.09999
6.80747	13.51938			6.948775	16.25544
6.82749	13.717682			6.958258	18.78929
6.8475	13.915885			6.967741	22.00146
6.864008	14.0794			6.977224	26.04818
6.86752	14.121796			6.986707	31.08145
6.88754	14.363474			6.99619	37.21932
6.90756	14.605151			7.005673	44.50507
6.92758	14.846829			7.015156	52.86066
6.93943	14.98988			7.024638	62.04363
